id,label,statement,subject,speaker,state_info,party_affiliation
4605ff2ad01,1,"while our people work longer hours for lower wages, almost all new income goes to the top 1 percent.","economy,income,workers",bernie-s,vermont,independent
5f24621c05d,0,texas ranks 49th in per-pupil funding among the states.,"education,state-budget,state-finances,states",texas-association-school-boards,texas,none
24c323436e9,1,david dewhurst has never once cut one penny from the state budget.,state-budget,ted-cruz,texas,republican
b649de77fd0,1,says his budget plan would cut our deficits by $4 trillion.,"corrections-and-updates,deficit,federal-budget",barack-obama,illinois,democrat
601aa0720fa,1,drilling for oil on the outer continental shelf and in parts of alaska will immediately reduce our dangerous dependence on foreign oil.,"economy,energy",rob-portman,ohio,republican
60cb5136086,0,"the years that i was speaker, the florida house consistently offered leaner budgets than the governor offered.","state-budget,taxes",marco-rubio,florida,republican
22383afca7e,0,we built a new prison every 10 days between 1990 and 2005 to keep up with our mass incarceration explosion of nonviolent offenders.,"crime,criminal-justice",cory-booker,new jersey,democrat
5900e1a837f,0,illegal immigration and the crime rate are as low as theyve been in decades.,"crime,history,immigration",barack-obama,illinois,democrat
726eab0905a,1,the last christians are about to leave iraq.,"iraq,religion",ron-paul,texas,republican
a8a104d1f57,0,the highest paid employee of the state of rhode island is a basketball coach.,"education,sports,state-budget",deadspin,non-define,none
0dba112efb9,1,"chile ranks third internationally in economic freedom, while the u.s. ranks 17th.","economy,foreign-policy,pundits",glenn-beck,non-define,none
ccc1e566fa8,0,slot machines in miami-dade and broward counties have generated 20 percent of the promised $500 million per year for schools.,"education,gambling",no-casinos,florida,none
07d556e2ec4,1,"with obamacare,you have no options ..you cant get competitive bidding.",health-care,donald-trump,new york,republican
1a23efdb042,0,there is an increasing amount of evidence from public polling that the highest number of americans ever identify themselves as pro-life.,abortion,marco-rubio,florida,republican
cc00225546d,1,"says rick scott spent $800,000 of your tax dollars upgrading the governors mansion.","government-efficiency,housing",charlie-crist,florida,democrat
0c74a7def8f,1,"every other democracy in the world has a health care system that covers everybody, and we don't.",health-care,howard-dean,vermont,democrat
e8a77c37ff0,1,"since january 2008 the private sector has lost nearly 8 million jobs while local, state and federal governments added 590,000.","federal-budget,workers",tim-pawlenty,non-define,republican
5b0f526038b,1,says charlie crist is embroiled in a fraud case for steering taxpayer money to a de facto ponzi scheme.,"jobs,state-budget",republican-party-florida,non-define,republican
2bf37767435,1,"the chairman of the party of florida, who is an avid and outward supporter of marco rubio, gets to appoint 30 of those delegates.",elections,corey-lewandowski,non-define,republican
dc5c35f31a1,1,the arab spring drove up gas prices.,"economy,energy,foreign-policy",barack-obama,illinois,democrat
928022a54ea,1,says measures 82 and 83 authorize just one more casino.,"gambling,message-machine-2012",yes-82-and-83-campaign,non-define,organization
8a698c5ccc6,0,it (georgia) was one of the earliest christian nations. the king of then-georgia in the third century converted to christianity.,religion,john-mccain,arizona,republican
c819e77144d,0,"the new arizona immigration law ""says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person.""","immigration,legal-issues",alfredo-gutierrez,arizona,democrat
ed30e70dee5,0,neither hillary clinton or donald trump has a plan to address the civil war in syria.,"corrections-and-updates,foreign-policy,military",julie-pace,washington,journalist
232547adbec,1,says michelle nunn is for amnesty.,"homeland-security,immigration",david-perdue,georgia,republican
c2949c7b1ff,1,"thats legal: if you find out about somebody elses salary even if youre doing exactly the same job, you can be retaliated against, including being fired, in most places.","government-regulation,income,jobs,market-regulation,small-business,unions,women,workers",hillary-clinton,new york,democrat
add30e6cf6d,1,republican bob donovan has run as a republican time and again.,"candidates-biography,city-government,elections",tom-barrett,wisconsin,democrat
40feab3c51f,0,most ags dont go to court..,public-service,holly-benson,florida,republican
243adef1f8c,0,texas has a higher unemployment rate than neighboring states.,economy,bill-white,texas,democrat
6dabba583e4,1,nearly half of african-american children under the age of 6 are living in abject poverty.,"children,diversity,poverty",donald-trump,new york,republican
122ce10b4d9,0,"the religious liberty bill proposed in the georgia house of representatives does not specifically exclude corporations, which means they can legally claim a religious exemption.","gays-and-lesbians,legal-issues,religion",jeff-graham,non-define,independent
4d6b2eedf27,0,"you see a whole bunch of korean cars here in the united states, and you dont see any american cars in korea.","foreign-policy,trade,transportation",barack-obama,illinois,democrat
94d35cb4d7e,0,"obama ""hasn't been to iraq in years.""",iraq,john-mccain,arizona,republican
47a8fb536e5,1,russ feingold has not worked anywhere outside of politics.,"candidates-biography,message-machine",ron-johnson,wisconsin,republican
0522539e806,0,abraham lincoln (once) jumped out of a window in the illinois legislature in order to deny a quorum.,"history,labor,state-budget",mark-miller,wisconsin,democrat
5884c97747a,0,says close to 90 percent of the population growth in texas over the last decade was non-anglo.,"census,redistricting",garnet-coleman,texas,democrat
b4b93b41be1,1,"health reform will ""give every american the same opportunity"" to buy health insurance the way members of congress do.",health-care,barack-obama,illinois,democrat
f25d97d4f38,1,more (student-athletes) graduate than the students who arent student-athletes.,"education,sports",mark-emmert,non-define,none
3439bdc0a13,0,says opponents of the health care law prevailed on our two main arguments to the u.s. supreme court.,health-care,sam-olens,georgia,republican
ada75b631ae,0,nearly half of all pregnancies in the u.s. are unintended.,"abortion,census,children,families,health-care,public-health,women",edith-ajello,rhode island,democrat
b81ec96ebd8,1,"greg abbott activated the state guard to monitor jade helm 15 in case the troops try to impose martial law, disarm innocent texans, and detain them in tunnels beneath closed walmart stores.","military,states",doonesbury,non-define,none
e1238fd0288,1,isis didnt exist when my brother was president. al-qaida in iraq was wiped out when my brother was president.,"foreign-policy,iraq,terrorism",jeb-bush,florida,republican
8b19d7d7475,0,says the typical homeowner will pay $4 more per month if library district passes.,taxes,libraries-yes-committee,oregon,none
1d52467d82e,1,says gov. chris christies decision to close the elizabeth mvc saved no money.,state-budget,joseph-cryan,new jersey,democrat
185649459b3,1,says black women are fastest-growing demographic group in ... texas seeking concealed handgun licenses.,guns,stefani-carter,texas,republican
978cc699b7d,1,franklin roosevelt (was) the last president to come to the congress to ask for permission to engage into war.,"foreign-policy,legal-issues,military",charles-rangel,new york,democrat
aa0bf89b3ee,0,the average taxpayer will see the equivalent of a 2 percent pay raise as a result of low fuel prices.,"gas-prices,income",glenn-hegar,texas,republican
c6fa44ea04c,0,could i just point out that ... i seem to get the first question all the time?,elections,hillary-clinton,new york,democrat
e246ab625d3,1,"in texas, sexting is a felony sex offense for teenagers that can mean up to 10 years in prison.","children,crime,criminal-justice,technology",whoopi-goldberg,new york ,talk-show-host
a09cf500c42,0,says his state budget will provide an increase in state funding for the 2011-12 school year.,"education,state-budget",john-kitzhaber,oregon,democrat
d5d79cb44f7,1,president obama has raised taxes 19 times.,taxes,mitt-romney,massachusetts,republican
a0792f45850,0,florida ranks first in the nation for access to free prekindergarten.,"children,education",rick-scott,florida,republican
15c17e2235d,1,u.s. sen. sheldon whitehouse rewarded wall street executives with millions in bonuses.,"corporations,debt,deficit,economy,financial-regulation,government-regulation,message-machine-2012,market-regulation,stimulus,voting-record",barry-hinckley,rhode island,republican
c8c109cc399,1,"says under his leadership wisconsin median household income is up 2.7%, while it is down 1.3% nationally under president obama.","economy,income,job-accomplishments",scott-walker,wisconsin,republican
5391fb7d116,1,says hillary clinton aide huma abedin has ties to the muslim brotherhood.,"foreign-policy,religion,terrorism",sean-duffy,wisconsin,republican
a36c1683db6,1,"rob teilhet, just another career politician.",public-service,ken-hodges,georgia,democrat
b7006107f64,1,there were 36 states where republicans who were in charge refused to implement a state (health insurance) exchange.,"health-care,supreme-court",debbie-wasserman-schultz,florida,democrat
a0a5795f83e,1,"in catherine cortez mastos last term as attorney general, nevada murder went up 11 percent, robbery went up 28 percent, rape 51 percent. when cortez masto left office, nevada ranked as americas third most dangerous state.","candidates-biography,crime,criminal-justice",national-republican-senatorial-committee,non-define,republican
ef7a4fdd96b,1,"in 2012, 123 african-americans were shot dead by police. ... same year, 326 whites were killed by police.","crime,diversity,urban",bill-oreilly,non-define,none
85b0c0218d0,1,more private-sector jobs were created in the second year of the obama administration than in the eight years of the bush administration.,"economy,history,jobs",nancy-pelosi,california,democrat
568c8833ccf,0,"were spending less money today, in upcoming fiscal year 2014 than the corzine-buono budget spent in fiscal year 2008.","state-budget,state-finances",chris-christie,new jersey,republican
6e7e8f5c89a,0,"rhode island has the second highest per enrollee (medicaid) cost of any state in the country, which is 60 percent higher than the national average.","economy,federal-budget,government-efficiency,health-care,medicaid,poverty,public-health,market-regulation,state-budget,state-finances,states,taxes",gina-raimondo,rhode island,democrat
16325ffc7b5,1,says that politicians who approved collective bargaining restrictions for public employees exploited a loophole exempting themselves from senate bill 5.,"elections,jobs,labor,unions",we-are-ohio,ohio,none
e0b407d81b8,1,"says rick scott cut education to pay for even more tax breaks for big, powerful, well-connected corporations.","education,taxes",florida-democratic-party,florida,democrat
073c2214731,1,the only years that anybodys ever seen of donald trumps tax returns showed he didnt pay any federal income tax.,"candidates-biography,history,income,campaign-advertising,taxes,wealth",hillary-clinton,new york,democrat
e91919efa7d,0,the legislature was never given the opportunity to debate or vote on loaning $75 million to 38 studios.,"baseball,corporations,economy,state-finances,voting-record",dennis-algiere,rhode island,republican
6252a2f8cb6,1,"loretta lynch, the new nominee for attorney general, was a member of bill clintons defense team during the 1992 whitewater corruption probe.","candidates-biography,criminal-justice",breitbart,non-define,none
aaee8ac030f,0,we borrow money from the chinese to buy oil from the saudis.,energy,hillary-clinton,new york,democrat
d2a3bc9220b,0,"almost 400 arrests in the city last year for panhandling-related offenses involved just 78 suspects, an indication that the same people are panhandling over and over.","crime,urban",michael-julian-bond,non-define,none
4674d383a67,1,"before the hope scholarship, 70 percent of the high school students who made 1400 or above on their sat left the state of georgia. now, 70 percent of those stay in the state of georgia.",education,nathan-deal,non-define,republican
4ee312b4ce3,0,says hes the first aggie governor of texas.,education,rick-perry,texas,republican
662d6dd8ceb,1,"forty years ago, hardly anybody in the country had health insurance.",health-care,louie-gohmert,texas,republican
423d454b5e4,1,the new york times had to retract its story that hillary clintons email handling had broken certain laws.,ethics,brad-woodhouse,non-define,democrat
74bf3ddf6e0,1,proposed immigration legislation would give new immigrants a taxpayer-funded cellular phone.,"immigration,welfare",blog-posting,non-define,none
1eda8a26609,1,the democrats in the senate last year introduced a constitutional amendment to repeal the free speech protections of the first amendment.,"campaign-finance,legal-issues",ted-cruz,texas,republican
afc3d76c81d,0,says no city comparable in size to austin or smaller was broken into as many congressional districts.,"congress,redistricting",daniel-rodriguez,texas,democrat
57c88b261e4,1,"in the florida republican primary, ""we got a very large percentage of the, quote, conservative vote.""",elections,john-mccain,arizona,republican
673d09b7e23,1,"says a portland school gives muslim students their own school provided prayer room, prayer rugs, and lets them out of class five times a day to pray to allah.",religion,victoria-taft,oregon,none
ba80201bb53,1,says he balanced the budget without raising taxes.,"city-budget,taxes",bob-buckhorn,florida,none
28898cf0600,1,"i'm the only person on this stage who has worked actively just last year passing, along with russ feingold, some of the toughest ethics reform since watergate.",ethics,barack-obama,illinois,democrat
dc03f3e4675,1,the providence teacher contract is one of the longest in the country.,"education,labor,unions",angel-taveras,rhode island,democrat
c282cd9d199,1,says the federal government threatened to impose a no-fly zone in texas if state legislators bar airport security officials from performing pat-downs.,"public-safety,transportation",waco-tea-party,texas,tea-party-member
3827479e5b8,1,"in rhode island, 9 percent of workers use the states temporary disability insurance program each year while in new jersey, the rate is only 3 percent.","disability,labor,states,workers",patricia-morgan,rhode island,republican
769a055c978,1,u.s. house opponent paul ryan supports cutting funding for veterans by 24 percent.,"disability,federal-budget,health-care,housing,veterans",rob-zerban,non-define,democrat
07c7d58ef0d,0,the impact of the 2010 federal health care legislation will be huge on georgia.,health-care,nathan-deal,non-define,republican
7646494578d,1,"as we near the 10th anniversary of the 9/11 terrorist attacks, we should not forget that some of the hijackers used new jersey drivers licenses to board those aircraft.","terrorism,transportation",kevin-otoole,new jersey,republican
b339ad9061e,1,president obama told people to skip coming here (las vegas) for conventions and meetings.,"economy,tourism",mitt-romney,massachusetts,republican
efba5ef1b20,0,the poverty rate amongst women is the worst its been in 17 years and the extreme poverty rate is the worst its ever been.,"poverty,women",george-allen,virginia,republican
6b6f27cd14b,1,"between austin, san antonio, houston and dallas over 8,000 same-sex couples are raising children.","children,civil-rights,families,gays-and-lesbians,marriage",get-equal-texas,texas,none
9182dccdccc,1,women pay 48 percent more for health insurance.,health-care,louise-slaughter,new york,democrat
e9b47354c5d,1,says obama is only president in history who has deliberately removed the words endowed by their creator when referring to the declaration of independence.,"history,message-machine-2012",government-not-god-pac,non-define,none
8b5d8af7f8e,1,"in muslim countries, under the sharia, there is a death penalty for blaspheming mohammad.",religion,pamela-geller,new york,activist
2892a8355f6,0,individuals and small businesses will be hit by increases in health insurance premiums as high as 39 percent.,health-care,americans-united-change,non-define,none
7b41e943c5a,1,says rep. paul ryans budget proposal would effectively double the interest paid out on existing and future student loans.,"education,federal-budget",loretta-weinberg,non-define,democrat
69f9c44be3c,1,"says an investigative report concluded ken cuccinelli should have been prosecuted for disclosure violations, but virginias law was too weak.",ethics,terry-mcauliffe,virginia,democrat
a3a2917cd7b,0,says the top 20 percent of income earners pay nearly 70 percent of all federal taxes.,taxes,lamar-smith,texas,republican
03c136186c8,1,holly turner... still takes her homestead (property tax) exemption in fort worth.,"legal-issues,taxes",paul-workman,texas,republican
bf1bb2a7044,0,north carolina republican senate candidate thom tillis would let insurance companies deny coverage for pre-existing conditions.,health-care,patriot-majority-usa,non-define,democrat
6005b63e8be,1,the median income in this country has declined 10 percent in the last four years.,economy,mitt-romney,massachusetts,republican
3f94e191569,1,"the wife of the ferguson, mo., police chief said african-americans in ferguson are feral and violent.","city-government,crime,criminal-justice,families,human-rights,urban",tweets,non-define,none
cff1bc14ba9,1,the government will go out and buy my breast pump for my babies.,"health-care,taxes,women",michele-bachmann,minnesota,republican
3d22dd37c3f,1,she is the only candidate who has stood by our community and immigration reform from the beginning.,immigration,hillary-clinton,new york,democrat
0faaf16ff17,0,if upstate new york split from downstate the economic indicators of upstate new york would be among the lowest in the country.,"economy,jobs",bob-duffy,new york,democrat
2a39a61b778,1,"when i took office in 2003, we had very little reserves.",city-government,david-cicilline,rhode island,democrat
84bb79e75d7,1,750 days since bill nelson the democrats in the senate passed a budget. how can this be justified?,federal-budget,george-lemieux,florida,republican
0cd1ec6456e,1,"for his first interview as president, barack obama chose arab tv for an apology.","foreign-policy,message-machine-2012",secure-america-now,non-define,none
76be2ecf976,1,says federal health care overhaul will cost texas state government upwards of $30 billion over the next 10 years.,"health-care,state-budget",rick-perry,texas,republican
09e43f621a2,0,mccain voted 19 times against a minimum-wage increase.,federal-budget,joe-biden,delaware,democrat
284f1b8b68c,1,members of congress can retire with the same pay after only one term in office,"congress,retirement",chain-email,non-define,none
5629d066331,1,the rifle used by omar mateen shoots off 700 rounds in a minute.,guns,alan-grayson,florida,democrat
b0f760bfacc,0,"in every single country, she had a majority of the vote -- or more of those who'd already made up their minds.",elections,hillary-clinton,new york,democrat
6f6072ba08d,1,"in my years in the state legislature, i have never voted for a tax increase.","message-machine-2012,taxes",joseph-kyrillos,new jersey,republican
89bc82a5411,1,sens. mark warner and tim kaine voted to let the u.n. take our guns.,"guns,voting-record",chain-email,non-define,none
488ec2d1e1c,0,"the people who want president barack obama impeached are all white, theyre all older, and guess what, theyre in the far right wing of the republican party.",polls,juan-williams,non-define,none
79541357e33,0,"my 7-step plan creates 700,000 jobs in 7 years.","economy,government-efficiency,state-budget,taxes",rick-scott,florida,republican
11c21f0df9e,0,mitt romney has proposed cutting his own taxes while raising them on 18 million working families.,taxes,barack-obama,illinois,democrat
0ce6509552e,1,the gops pledge to america includes a 20 percent cut ... for education. ... eight million kids would have their college aid slashed under this budget.,"education,federal-budget,abc-news-week",david-axelrod,non-define,democrat
7813e5d65ac,1,fifty percent of americans will go hungry at some time in their lives.,"economy,hunger,poverty",robert-malin,rhode island,activist
330fa3f5dfe,1,says patrick murphy wrongly conveyed rubios stance on abortion for women infected by zika.,"abortion,candidates-biography,corrections-and-updates",marco-rubio,florida,republican
f6a840b8721,0,"today california is kicking our butt, creating more jobs and more economic growth than texas.","economy,jobs,states",julian-castro,texas,democrat
260fc0db95d,1,"because gov. chris christie vetoed a 30-bill job creation package, new jersey ranks 50th in the nation in job creation.",jobs,lou-greenwald,new jersey,democrat
282bcaa5871,0,the gop platform that seeks further limits on abortion and is silent on an exception for rape has been there for more than 30 years.,abortion,bob-mcdonnell,virginia,republican
ff0e19d35ca,1,"lois frankel spent over $13,000 in taxpayer money on a marble shower in a private bathroom with her own toilet.","candidates-biography,city-budget,city-government,message-machine-2012",adam-hasner,florida,republican
d12e9718e10,1,"more than two months ago president barack obama signed a bill for more than $1 billion in zika funding, but the federal government has still only committed $7 million to help florida.","federal-budget,public-health",rick-scott,florida,republican
bdd9a34f6d1,1,"ive created over 40,000 jobs.","job-accomplishments,jobs",craig-miller,florida,republican
698bacd1e80,1,the growth rate of women-owned businesses in texas has nearly doubled that of the nation since president obama has taken office.,"small-business,women",greg-abbott,texas,republican
70894893248,1,"300,000 floridians have lost their health insurance as a result of obamacare.",health-care,americans-prosperity,non-define,none
2f426eb247b,0,john mccain has seven houses.,candidates-biography,barack-obama,illinois,democrat
94090ead0ad,0,romney adviser admits romneycare was blueprint for obamacare.,"candidates-biography,health-care,message-machine-2012",rick-santorum,pennsylvania,republican
d806cb207f9,1,one state even spent a million bucks to put up signs that advertise that they were spending on the federal stimulus projects.,"federal-budget,stimulus,transportation",sarah-palin,alaska,republican
6ea0b75f075,1,st. pete beachs experiences are a fair example of what could happen if amendment 4 passes.,"candidates-biography,elections,florida-amendments",citizens-lower-taxes-and-stronger-economy,florida,none
0501903857c,1,says the city of portland alone has 84 public relation representatives on payroll which cost taxpayers over $6.2 million (a year).,"city-government,government-efficiency",taxpayer-association-oregon,oregon,none
bcf3c854dfa,1,says president obamas deal allows iran to produce a nuclear weapon.,"foreign-policy,nuclear",carlos-beruff,florida,republican
215014c7d6e,1,abortionists have reduced our black population by more than 25 percent since 1973.,abortion,charles-van-zant,florida,republican
5dba214e834,1,says hillary clinton is wrong to say he mocked a disabled reporter.,"candidates-biography,disability",donald-trump,new york,republican
edd368ce203,1,rick perry has never lost an election and remains the only person to have won the texas governorship three times in landslide elections.,candidates-biography,ted-nugent,texas,republican
cfc18cb2ca6,0,salaries of austin residents who dont work for city government have not been going up 3 percent a year for the last several years.,"city-budget,city-government,economy,jobs",don-zimmerman,texas,republican
ff3ac31238d,1,congresswoman bachmann actually said we should be 'weaned' off our social security and medicare. she wants to privatize social security and replace medicare with some kind of voucher system.,"medicare,social-security",americans-united-change,non-define,none
7309d136e08,1,obama signs bill forgiving all student loan debt.,"education,financial-regulation",chain-email,non-define,none
d165c406a67,1,says murder is the chief cause of death for pregnant women.,"crime,women",kyleen-wright,texas,republican
f5a468179f5,0,northern virginia is the most heavily trafficked place in the country.,transportation,bob-mcdonnell,virginia,republican
d5fbfe3bde2,1,president barack obama has announced that he would not sign any spending bills this year unless sequestration spending cuts are eliminated.,"congressional-rules,federal-budget",john-boehner,ohio,republican
492f4fb3f59,0,there is no planned air-conditioned restaurant out on the lens.,"recreation,tourism",kathleen-ford,florida,democrat
ed470acacdc,1,"says every day of a special session costs taxpayers $40,000.",government-efficiency,sal-esquivel,oregon,republican
eaf8ecd9406,1,says many public-employee unions falsely told their wisconsin members his budget-repair bill sought 12 percent to 13 percent of their incomes for health insurance premiums.,"labor,state-budget",scott-walker,wisconsin,republican
543937fb214,1,"the price tag amounted to nearly $4,200 for every man, woman and child in the state.","debt,weather",steve-lonegan,new jersey,republican
ed5d112f3d6,1,on repealing the 17th amendment,"debates,elections,states",david-dewhurst,texas,republican
8a8c5ca4201,0,"from 2003 to 2006, sesame street made more than $211 million from toy and consumer product sales.","children,federal-budget",jim-demint,south carolina,republican
d4d6e4e8e5f,1,"we had people that were getting killed (in benghazi), we had people who are willing to risk their lives to go save them, and somebody told them to stand down.","military,terrorism",jason-chaffetz,utah,republican
ee7d8e5c24d,1,a filibuster has never really been successfully used against a supreme court justice.,"legal-issues,supreme-court,colbert-report",jeffrey-toobin,new york,none
04ddd10fdc9,1,"under barack obama's plan, the government would spend $1-trillion more.",federal-budget,republican-national-committee-republican,non-define,republican
53f7218802a,1,"in 2006, arizona had four ballot issues that were ""very tough on illegal immigration... forty-seven percent of the hispanics in arizona voted for them.""",immigration,tom-tancredo,colorado,republican
a9af511e4cd,0,no one beta-tested healthcare.gov.,"health-care,pundits,technology",sam-stein,"washington, d.c.",journalist
e6709306b4d,0,the unemployment rate is declining faster in tampa than almost anywhere else.,"economy,jobs",bob-buckhorn,florida,none
815a93032c9,0,"congressman ryan has secured a grand total of $116,838,763 to date (for the mahoning valley) and has an additional $27,095,000 pending in fy2010 spending bills.",federal-budget,tim-ryan,ohio,democrat
48c023a5aea,1,says the constitution only requires her to tell the census how many people are in our home.,census,michele-bachmann,minnesota,republican
8e632d50123,1,says the headlines tell the story of how walker has mismanaged milwaukee county,"job-accomplishments,message-machine",tom-barrett,wisconsin,democrat
632d93eb4be,0,"under rick scott, homeowners are paying higher (home insurance) premiums for less coverage.","florida,market-regulation",charlie-crist,florida,democrat
c4ae7aae3e6,1,about 22 percent of adults in rhode island and approximately 30 percent of youth (ages 10-17) are considered obese.,"children,public-health",joseph-mcnamara,rhode island,democrat
f02317a440c,0,says spending in the fiscal 2009 budget was lower than spending in the fiscal 2014 budget,"state-budget,state-finances",barbara-buono,new jersey,democrat
86aa6aea015,1,"paul ryan got his start in politics, as a young staffer just out of college, working for then-congressman john kasichs budget committee.","candidates-biography,congress,elections",chris-redfern,ohio,democrat
95d05a14932,0,"in 31 states, decent child care costs more than college tuition.","children,education,families",barack-obama,illinois,democrat
da28bebdd14,1,says donald trump bans disabled veterans from his high rise.,veterans,conservative-solutions-pac,florida,organization
6c682fc726c,1,the democrats plan to raise your tax rates to 70 or 80 percent.,taxes,chris-christie,new jersey,republican
eff60d5c460,0,"before april 22, we have restored the rights of more than 18,000 individuals, which is more than the past seven governors combined in their four-year terms.","crime,history",terry-mcauliffe,virginia,democrat
05614c83bbc,1,says republicans mitt romney and paul ryan support massive cuts in social security for future generations.,"federal-budget,income,retirement,social-security",joe-biden,delaware,democrat
8500d6a6e8a,1,more people are losing their insurance (due to obamacare) than are becoming newly insured.,health-care,herman-cain,georgia,republican
b257ee87aa0,1,"every time weve cut the capital gains tax, the economy has grown. whenever we raise the capital gains tax, its been damaged.","economy,taxes",grover-norquist,non-define,republican
4c10cd7ac02,1,mccain supports tax breaks for companies that ship jobs overseas.,taxes,joe-biden,delaware,democrat
2491f253ac3,0,"more than 12,500 service men and women have been discharged on the basis of sexual orientation since the don't ask, don't tell"" policy was implemented, at a cost of over $360 million. many of those forced out had special skills in high demand, such as translators, engineers, and pilots.""",military,democratic-national-committee,non-define,none
e604f873270,1,"when was the last time you saw a chevrolet in japan? it doesnt exist, folks.","economy,transportation",donald-trump,new york,republican
f5c081154eb,1,"in the last 24 months, 10 rural texas hospitals have been forced to shut their doors because state leaders chose not to expand medicaid.","corrections-and-updates,health-care,public-health,state-budget,state-finances",childrens-defense-fund-texas,texas,none
afe51cc379e,1,says of flood of non-mexicans being apprehended at the border: these are people that are coming from states like syria that have substantial connections back to terrorist regimes and terrorist operations.,"immigration,terrorism",rick-perry,texas,republican
831a3d3d22d,0,says the obama administration never responded to his 2012 letter flagging the uptick in unaccompanied children crossing the u.s.-mexico border.,immigration,rick-perry,texas,republican
c692dd3ee9a,0,says george lemieux falsely attacked marco rubio.,candidates-biography,adam-hasner,florida,republican
e5c1ccff87c,1,"barack obama has ""pledged to reduce the size of the military.""",military,jerome-corsi,new jersey,constitution-party
440a21c72d0,0,i am going to be on the ballot in all 50 states. there is no other third-party candidate thats going to come close to achieving that.,elections,gary-johnson,new mexico,libertarian
873952688a2,1,sayshillary clinton took 13 hours to send help to americans under fire during the terrorist attack in benghazi.,"foreign-policy,military,terrorism",mike-pence,indiana,republican
4b56594d339,1,"the chamber of commerce says new carbon regulations will kill 244,000 jobs a year and cost average families $1,200 a year.","climate-change,economy,environment,market-regulation",ed-gillespie,"washington, d.c.",republican
4d70cbd2449,1,thom tillis cut almost $500 million from education.,"children,congress,economy,education,jobs,state-budget,state-finances",emilys-list,non-define,organization
8747a264f22,1,the @nytimes sent a letter to their subscribers apologizing for their bad coverage of me.,elections,donald-trump,new york,republican
e9b9e2c76ca,1,"from 2000 to 2008, we averaged about five mass shootings a year. were now averaging 15. so thats a three-fold increase.","crime,guns",pierre-thomas,non-define,none
530241e3ffb,1,"except for virginia, the other 49 states keep raising their gas tax.","states,taxes,transportation",richard-saslaw,virginia,democrat
fbfa2300e01,1,early voting remains at 96 hours.,elections,kurt-browning,florida,republican
c9c1e694a46,1,ninety-eight percent of the american people will not see their taxes go up due to the house health care bill.,"health-care,pundits,taxes",ed-schultz,non-define,none
7b5b6e98ec6,0,"since 1904, the ohio victor has won the presidency 25 out of 27 times","elections,history",john-kasich,ohio,republican
0a2a9156598,0,recent news reports indicate dwi crashes in austin dropped 23 percent since ridesharing entered the market.,"crime,transportation",uber,texas,none
5a6d7e59b59,1,my husband has not withheld a single document.,legal-issues,hillary-clinton,new york,democrat
